Tablets, Expected Value
291, 21.052625886387577
292, 21.089319520100897
293, 21.125950409920193
294, 21.162518876616588
295, 21.199025238237144
296, 21.23546981013751
297, 21.271852905013258
298, 21.308174832931574
299, 21.344435901361813
300, 21.380636415206006
301, 21.416776676828743
302, 21.452856986086612
303, 21.488877640357344
304, 21.52483893456816
305, 21.56074116122424
306, 21.59658461043624
307, 21.63236956994787
308, 21.668096325162555
309, 21.703765159170388
310, 21.739376352773803
311, 21.774930184513824
312, 21.81042693069524
313, 21.8458668654117
314, 21.88125026057053
315, 21.91657738591674
316, 21.951848509057477
317, 21.98706389548534
318, 22.022223808601737
319, 22.057328509740028
320, 22.092378258188077
321, 22.127373311210537
322, 22.16231392407107
323, 22.19720035005383
324, 22.23203284048514
325, 22.26681164475436
326, 22.301537010335004
327, 22.336209182804936
328, 22.370828405866977
329, 22.40539492136867
330, 22.439908969322076
331, 22.474370787923235
332, 22.508780613571265
333, 22.543138680887367
334, 22.577445222733378
335, 22.61170047023038
336, 22.645904652776668
337, 22.680057998065735
338, 22.714160732104066
339, 22.748213079228385
340, 22.78221526212304
341, 22.816167501836926
342, 22.85007001780027
343, 22.883923027841163
344, 22.91772674820188
345, 22.951481393555003
346, 22.985187177019448
347, 23.018844310175812
348, 23.052453003082334
349, 23.086013464289863
350, 23.119525900857028
351, 23.15299051836529
352, 23.186407520933397
353, 23.219777111232165
354, 23.253099490498652
355, 23.286374858550335
356, 23.319603413799186
357, 23.352785353265407
358, 23.38592087259103
359, 23.419010166053432
360, 23.452053426578605
361, 23.485050845754273
362, 23.518002613842928
363, 23.550908919794413
364, 23.583769951258827
365, 23.616585894598877
366, 23.64935693490214
367, 23.68208325599347
368, 23.714765040446757
369, 23.74740246959705
370, 23.779995723552016
371, 23.812544981203974
372, 23.845050420240828
373, 23.877512217157722
374, 23.909930547268186
375, 23.942305584715065
376, 23.97463750248159
377, 24.00692647240198
378, 24.039172665172273
379, 24.071376250360657
380, 24.103537396418105
381, 24.135656270688497
382, 24.167733039418756
383, 24.199767867769076
384, 24.231760919822605
385, 24.263712358595455
386, 24.295622346046244
387, 24.327491043085757
388, 24.359318609586367
389, 24.391105204391405
390, 24.422850985324505
391, 24.454556109198528
392, 24.486220731824936
393, 24.517845008022206
394, 24.549429091625257
395, 24.580973135493817
396, 24.61247729152105
397, 24.643941710642263
398, 24.67536654284328
399, 24.706751937168725
400, 24.738098041730208
401, 24.76940500371475
402, 24.800672969392604
403, 24.83190208412523
404, 24.863092492373323
405, 24.8942443377045
406, 24.925357762801074
407, 24.956432909467647
408, 24.987469918638524
409, 25.018468930385534
410, 25.049430083924968
411, 25.08035351762514
412, 25.111239369013568
413, 25.142087774784045
414, 25.17289887080374
415, 25.20367279212014
416, 25.23440967296804
417, 25.265109646776285
418, 25.295772846174525
419, 25.32639940300003
420, 25.3569894483042
421, 25.387543112359
422, 25.418060524663666
423, 25.44854181395094
424, 25.478987108193547
425, 25.509396534610232
426, 25.53977021967224
427, 25.57010828910926
428, 25.600410867915514
429, 25.630678080355903
430, 25.660910049971804
431, 25.69110689958694
432, 25.721268751313474
433, 25.751395726557327
434, 25.781487946024217
435, 25.811545529725308
436, 25.84156859698243
437, 25.871557266434127
438, 25.901511656040725
439, 25.931431883089846
440, 25.961318064201937
441, 25.9911703153354
442, 26.020988751791723
443, 26.05077348822108
444, 26.08052463862703
445, 26.110242316371874
446, 26.139926634181688
447, 26.169577704151155
448, 26.199195637748648
449, 26.22878054582105
450, 26.25833253859856
451, 26.28785172569969
452, 26.317338216135756
453, 26.346792118315626
454, 26.37621354005052
455, 26.40560258855846
456, 26.434959370468885
457, 26.464283991827198
458, 26.49357655809915
459, 26.522837174175333
460, 26.552065944375542
461, 26.581262972453132
462, 26.610428361599354
463, 26.639562214447356
464, 26.668664633076837
465, 26.697735719017818
466, 26.726775573254997
467, 26.755784296231784
468, 26.784761987854342
469, 26.813708747495564
470, 26.842624673999172
471, 26.871509865683482
472, 26.900364420345586
473, 26.92918843526479
474, 26.957982007206812
475, 26.986745232427396
476, 27.01547820667615
477, 27.04418102520025
478, 27.07285378274794
479, 27.10149657357257
480, 27.13010949143575
481, 27.15869262961131
482, 27.18724608088866
483, 27.215769937576333
484, 27.24426429150549
485, 27.272729234033307
486, 27.301164856046544
487, 27.3295712479647
488, 27.3579484997436
489, 27.38629670087851
490, 27.414615940407646
491, 27.44290630691524
492, 27.471167888534886
493, 27.499400772952708
494, 27.5276050474106
495, 27.555780798709197
496, 27.58392811321118
497, 27.612047076844277
498, 27.64013777510433
499, 27.66820029305835
500, 27.696234715347465
501, 27.724241126190012
502, 27.75221960938438
503, 27.780170248311965
504, 27.808093125940047
505, 27.835988324824754
506, 27.863855927113843
507, 27.89169601454947
508, 27.91950866847111
509, 27.947293969818254
510, 27.97505199913306
511, 28.00278283656337
512, 28.030486561865207
513, 28.058163254405194
514, 28.085812993163813
515, 28.11343585673756
516, 28.141031923341707
517, 28.168601270812847
518, 28.196143976611562
519, 28.223660117824775
520, 28.25114977116853
521, 28.278613012990114
522, 28.306049919270933
523, 28.33346056562872
524, 28.36084502732006
525, 28.388203379242633
526, 28.415535695937905
527, 28.442842051593278
528, 28.47012252004443
529, 28.497377174777778
530, 28.524606088932707
531, 28.5518093353039
532, 28.578986986343434
533, 28.60613911416329
534, 28.633265790537536
535, 28.660367086904337
536, 28.687443074368357
537, 28.714493823702895
538, 28.74151940535189
539, 28.768519889432323
540, 28.795495345736175
541, 28.822445843732496
542, 28.849371452569574
543, 28.876272241077057
544, 28.903148277767848
545, 28.929999630840207
546, 28.95682636818004
547, 28.983628557362294
548, 29.01040626565349
549, 29.037159560013517
550, 29.063888507097555
551, 29.090593173257908
552, 29.117273624546254
553, 29.143929926715224
554, 29.17056214522039
555, 29.197170345222208
556, 29.223754591587852
557, 29.25031494889303
558, 29.27685148142377
559, 29.30336425317837
560, 29.329853327869085
561, 29.356318768923856
562, 29.382760639488364
563, 29.409179002427425
564, 29.43557392032695
565, 29.461945455495783
566, 29.488293669967003
567, 29.514618625500056
568, 29.54092038358217
569, 29.567199005430325
570, 29.593454551992533
571, 29.619687083949792
572, 29.64589666171745
573, 29.67208334544722
574, 29.69824719502845
575, 29.724388270089776
576, 29.75050663000085
577, 29.77660233387372
578, 29.802675440564677
579, 29.828726008675375
580, 29.854754096554917
581, 29.880759762300787
582, 29.906743063760796
583, 29.932704058534487
584, 29.95864280397444
585, 29.98455935718799
586, 30.01045377503864
587, 30.03632611414727
588, 30.062176430894063
589, 30.088004781419414
590, 30.113811221625618
591, 30.139595807178488
592, 30.165358593508316
593, 30.191099635811387
594, 30.216818989051802
595, 30.242516707962057
596, 30.268192847045196
597, 30.293847460575602
598, 30.319480602600624
599, 30.34509232694173
600, 30.370682687195924
601, 30.396251736737177
602, 30.421799528717383
603, 30.44732611606801
604, 30.47283155150114
605, 30.49831588751087
606, 30.523779176374507
607, 30.549221470153796
608, 30.574642820696305
609, 30.600043279636452
610, 30.625422898396906
611, 30.650781728189713
612, 30.676119820017366
613, 30.701437224674468
614, 30.72673399274835
615, 30.75201017462052
616, 30.777265820467974
617, 30.802500980264014
618, 30.827715703779727
619, 30.852910040584952
620, 30.878084040049487
621, 30.90323775134412
622, 30.928371223441804
623, 30.95348450511889
624, 30.978577644956104
625, 31.0036506913396
626, 31.028703692462074
627, 31.05373669632404
628, 31.078749750734637
629, 31.10374290331284
630, 31.1287162014884
631, 31.15366969250315
632, 31.17860342341168
633, 31.2035174410827
634, 31.228411792199946
635, 31.253286523263032
636, 31.278141680588693
637, 31.302977310311874
638, 31.327793458386374
639, 31.352590170586044
640, 31.377367492505964
641, 31.40212546956295
642, 31.426864146997023
643, 31.451583569872014
644, 31.47628378307672
645, 31.500964831325703
646, 31.525626759160474
647, 31.550269610950192
648, 31.574893430892583
649, 31.59949826301519
650, 31.62408415117579
651, 31.648651139063865
652, 31.673199270201067
653, 31.697728587942198
654, 31.722239135476368
655, 31.746730955827605
656, 31.77120409185578
657, 31.795658586257616
658, 31.820094481567345
659, 31.844511820157862
660, 31.868910644241307
661, 31.89329099587006
662, 31.917652916937406
663, 31.941996449178788
664, 31.96632163417218
665, 31.9906285133392
666, 32.01491712794572
667, 32.03918751910302
668, 32.06343972776805
669, 32.08767379474499
670, 32.11188976068529
671, 32.13608766608893
672, 32.16026755130514
673, 32.18442945653304
674, 32.20857342182244
675, 32.232699487075045
676, 32.25680769204444
677, 32.28089807633752
678, 32.30497067941501
679, 32.32902554059203
680, 32.35306269903925
681, 32.37708219378327
682, 32.401084063707565
683, 32.42506834755318
684, 32.44903508391953
685, 32.47298431126477
686, 32.49691606790691
687, 32.520830392024514
688, 32.54472732165719
689, 32.56860689470647
690, 32.592469148936246
691, 32.61631412197396
692, 32.64014185131079
693, 32.663952374302625
694, 32.68774572817053
695, 32.71152195000188
696, 32.73528107675045
697, 32.759023145237435
698, 32.78274819215212
699, 32.80645625405223
700, 32.83014736736507
701, 32.85382156838779
702, 32.877478893288234
703, 32.90111937810542
704, 32.92474305875043
705, 32.94834997100675
706, 32.97194015053104
707, 32.995513632853914
708, 33.019070453380344
709, 33.04261064739029
710, 33.066134250039504
711, 33.08964129635987
712, 33.11313182126035
713, 33.13660585952735
714, 33.1600634458252
715, 33.18350461469706
716, 33.20692940056545
717, 33.230337837732684
718, 33.25372996038158
719, 33.27710580257589
720, 33.30046539826108
721, 33.32380878126491
722, 33.34713598529772
723, 33.37044704395329
724, 33.39374199070933
725, 33.41702085892802
726, 33.44028368185636
727, 33.463530492627285
728, 33.48676132425956
729, 33.50997620965878
730, 33.533175181617594
731, 33.556358272816674
732, 33.579525515824784
733, 33.60267694309954
734, 33.625812586988
735, 33.648932479726945
736, 33.672036653443826
737, 33.69512514015676
738, 33.71819797177557
739, 33.74125518010179
740, 33.76429679682953
741, 33.78732285354603
742, 33.8103333817318
743, 33.83332841276152
744, 33.856307977904144
745, 33.87927210832377
746, 33.90222083508012
747, 33.92515418912845
748, 33.94807220132098
749, 33.970974902406475
750, 33.993862323031315
751, 34.01673449373978
752, 34.03959144497448
753, 34.062433207076765
754, 34.08525981028764
755, 34.10807128474757
756, 34.130867660497294
757, 34.153648967478446
758, 34.17641523553374
759, 34.19916649440746
760, 34.22190277374607
761, 34.24462410309858
762, 34.26733051191681
763, 34.290022029556035
764, 34.312698685275656
765, 34.33536050823916
766, 34.358007527514715
767, 34.38063977207585
768, 34.4032572708017
769, 34.425860052477184
770, 34.44844814579407
771, 34.47102157935071
772, 34.493580381652905
773, 34.516124581114234
774, 34.53865420605635
775, 34.561169284709486
776, 34.58366984521293
777, 34.606155915615346
778, 34.62862752387495
779, 34.6510846978606
780, 34.67352746535145
781, 34.69595585403777
782, 34.71836989152112
783, 34.74076960531517
784, 34.76315502284547
785, 34.785526171450265
786, 34.80788307838082
787, 34.83022577080172
788, 34.85255427579135
789, 34.874868620342276
790, 34.897168831361384
791, 34.91945493567071
792, 34.94172696000731
793, 34.96398493102415
794, 34.98622887528991
795, 35.00845881928989
796, 35.03067478942619
797, 35.05287681201773
798, 35.075064913301276
799, 35.097239119431194
800, 35.11939945648008
801, 35.14154595043925
802, 35.16367862721875
803, 35.18579751264806
804, 35.20790263247614
805, 35.229994012372096
806, 35.25207167792519
807, 35.274135654645455
808, 35.29618596796387
809, 35.31822264323284
810, 35.340245705726375
811, 35.36225518064067
812, 35.38425109309411
813, 35.406233468127844
814, 35.42820233070608
815, 35.45015770571654
816, 35.47209961797036
817, 35.49402809220272
818, 35.51594315307353
819, 35.537844825166935
820, 35.559733132992186
821, 35.58160810098405
822, 35.603469753502644
823, 35.625318114834315
824, 35.647153209191345
825, 35.66897506071294
826, 35.690783693464994
827, 35.71257913144054
828, 35.73436139856026
829, 35.75613051867255
830, 35.77788651555401
831, 35.79962941290969
832, 35.82135923437318
833, 35.84307600350729
834, 35.86477974380392
835, 35.886470478684814
836, 35.908148231501535
837, 35.92981302553582
838, 35.9514648839999
839, 35.97310383003684
840, 35.99472988672078
841, 36.01634307705715
842, 36.03794342398311
843, 36.05953095036768
844, 36.08110567901215
845, 36.10266763265026
846, 36.12421683394854
847, 36.14575330550652
848, 36.167277069857256
849, 36.188788149467115
850, 36.210286566736535
851, 36.23177234400001
852, 36.25324550352656
853, 36.274706067519865
854, 36.29615405811838
855, 36.31758949739594
856, 36.33901240736197
857, 36.36042280996151
858, 36.3818207270755
859, 36.40320618052153
860, 36.42457919205316
861, 36.44593978336125
862, 36.4672879760736
863, 36.48862379175508
864, 36.509947251908336
865, 36.53125837797373
866, 36.55255719132974
867, 36.57384371329309
868, 36.595117965119314
869, 36.616379968002235
870, 36.637629743075316
871, 36.65886731141092
872, 36.68009269402122
873, 36.701305911857865
874, 36.72250698581286
875, 36.74369593671822
876, 36.764872785346704
877, 36.78603755241156
878, 36.807190258567275
879, 36.828330924409336
880, 36.84945957047483
881, 36.87057621724243
882, 36.8916808851328
883, 36.91277359450869
884, 36.93385436567526
885, 36.95492321888032
886, 36.97598017431421
887, 36.99702525211083
888, 37.01805847234702
889, 37.03907985504309
890, 37.060089420163266
891, 37.08108718761571
892, 37.10207317725257
893, 37.12304740887048
894, 37.14400990221073
895, 37.16496067695936
896, 37.185899752747616
897, 37.206827149151565
898, 37.22774288569322
899, 37.24864698184013
900, 37.26953945700546
901, 37.290420330548855
902, 37.3112896217761
903, 37.33214734993948
904, 37.352993534237946
905, 37.37382819381746
906, 37.394651347771166
907, 37.41546301513958
908, 37.4362632149105
909, 37.45705196601969
910, 37.477829287350964
911, 37.498595197735966
912, 37.51934971595479
913, 37.54009286073622
914, 37.560824650757745
915, 37.581545104645706
916, 37.60225424097549
917, 37.622952078272014
918, 37.64363863500964
919, 37.6643139296123
920, 37.68497798045409
921, 37.70563080585903
922, 37.7262724241013
923, 37.74690285340595
924, 37.76752211194824
925, 37.78813021785458
926, 37.808727189202216
927, 37.8293130440198
928, 37.84988780028737
929, 37.87045147593614
930, 37.89100408884969
931, 37.91154565686327
932, 37.93207619776415
933, 37.952595729292035
934, 37.97310426913916
935, 37.99360183495036
936, 38.014088444323264
937, 38.034564114808575
938, 38.05502886391027
939, 38.075482709085485
940, 38.09592566774516
941, 38.116357757253766
942, 38.136778994929706
943, 38.15718939804546
944, 38.17758898382758
945, 38.19797776945736
946, 38.21835577207042
947, 38.238723008757056
948, 38.259079496562585
949, 38.27942525248743
950, 38.2997602934871
951, 38.32008463647275
952, 38.340398298310774
953, 38.3607012958236
954, 38.38099364578938
955, 38.40127536494215
956, 38.421546469972654
957, 38.441806977527456
958, 38.462056904209994
959, 38.48229626658035
960, 38.50252508115537
961, 38.5227433644089
962, 38.542951132772046
963, 38.563148402633104
964, 38.58333519033801
965, 38.60351151219019
966, 38.623677384450836
967, 38.64383282333917
968, 38.66397784503253
969, 38.68411246566633
970, 38.70423670133449
971, 38.72435056808951
972, 38.744454081942486
973, 38.76454725886323
974, 38.784630114780875
975, 38.80470266558337
976, 38.8247649271182
977, 38.84481691519198
978, 38.86485864557121
979, 38.884890133981834
980, 38.9049113961098
981, 38.924922447601055
982, 38.944923304061646
983, 38.964913981058
984, 38.984894494116666
985, 39.00486485872529
986, 39.02482509033172
987, 39.044775204344916
988, 39.064715216134786
989, 39.08464514103241
990, 39.10456499432989
991, 39.12447479128109
992, 39.144374547101066
993, 39.164264276966755
994, 39.18414399601691
995, 39.20401371935204
996, 39.22387346203499
997, 39.24372323909051
998, 39.263563065505984
999, 39.2833929562311
1000, 39.3032129261782
1001, 39.32302299022224
1002, 39.34282316320114
1003, 39.362613459916126
1004, 39.3823938951308
1005, 39.402164483572754
1006, 39.42192523993267
1007, 39.44167617886452
1008, 39.46141731498632
1009, 39.48114866287946
1010, 39.50087023708957
1011, 39.52058205212605
1012, 39.540284122462594
1013, 39.559976462536895
1014, 39.57965908675137
1015, 39.5993320094727
1016, 39.618995245032345
1017, 39.63864880772625
1018, 39.65829271181561
1019, 39.67792697152634
1020, 39.6975516010496
1021, 39.717166614541654
1022, 39.736772026124356
1023, 39.75636784988462
1024, 39.77595409987548
1025, 39.79553079011512
1026, 39.815097934587975
1027, 39.83465554724427
1028, 39.854203642000165
1029, 39.87374223273825
1030, 39.89327133330715
1031, 39.912790957522006
1032, 39.93230111916448
1033, 39.951801831982905
1034, 39.97129310969216
1035, 39.9907749659741
1036, 40.01024741447777
1037, 40.02971046881882
1038, 40.04916414258038
1039, 40.06860844931308
1040, 40.08804340253444
1041, 40.10746901572991
1042, 40.12688530235231
1043, 40.14629227582241
1044, 40.16568994952884
1045, 40.185078336827964
1046, 40.20445745104434
1047, 40.22382730547063
1048, 40.24318791336789
1049, 40.262539287965275
1050, 40.28188144246085
1051, 40.30121439002099
1052, 40.320538143780674
1053, 40.339852716844064
1054, 40.35915812228369
1055, 40.37845437314154
1056, 40.397741482428536
1057, 40.41701946312484
1058, 40.43628832817985
1059, 40.45554809051237
1060, 40.47479876301087
1061, 40.494040358533304
1062, 40.51327288990745
1063, 40.532496369930726
1064, 40.551710811370576
1065, 40.57091622696453
1066, 40.59011262941996
1067, 40.60930003141498
1068, 40.62847844559734
1069, 40.647647884585666
1070, 40.66680836096889
1071, 40.68595988730661
1072, 40.70510247612903
1073, 40.72423613993735
1074, 40.743360891203416
1075, 40.76247674237015
1076, 40.7815837058516
1077, 40.80068179403299
1078, 40.81977101927062
1079, 40.83885139389235
1080, 40.85792293019737
1081, 40.876985640456475
1082, 40.89603953691212
1083, 40.915084631778385
1084, 40.93412093724105
1085, 40.9531484654584
1086, 40.972167228559826
1087, 40.99117723864752
1088, 41.01017850779555
1089, 41.0291710480502
1090, 41.04815487143037
1091, 41.06712998992706
1092, 41.08609641550424
1093, 41.10505416009797
1094, 41.124003235617394
1095, 41.14294365394438
1096, 41.16187542693359
1097, 41.180798566412705
1098, 41.199713084182676
1099, 41.218618992017106
1100, 41.23751630166327
1101, 41.25640502484154
1102, 41.27528517324575
1103, 41.294156758543295
1104, 41.313019792374746
1105, 41.331874286354974
1106, 41.35072025207213
1107, 41.36955770108809
1108, 41.388386644939025
1109, 41.40720709513482
1110, 41.42601906315945
1111, 41.44482256047119
1112, 41.463617598502296
1113, 41.48240418865935
1114, 41.50118234232364
1115, 41.51995207085066
1116, 41.53871338557054
1117, 41.55746629778775
1118, 41.57621081878191
1119, 41.594946959807366
1120, 41.61367473209296
1121, 41.63239414684276
1122, 41.65110521523591
1123, 41.66980794842655
1124, 41.68850235754382
1125, 41.707188453692446
1126, 41.725866247952446
1127, 41.74453575137891
1128, 41.76319697500284
1129, 41.78184992983051
1130, 41.80049462684393
1131, 41.81913107700077
1132, 41.83775929123457
1133, 41.856379280454796
1134, 41.87499105554665
1135, 41.893594627371385
1136, 41.91219000676649
1137, 41.93077720454553
1138, 41.94935623149825
1139, 41.96792709839079
1140, 41.98648981596564
1141, 42.005044394941564
1142, 42.02359084601424
1143, 42.04212917985558
1144, 42.06065940711419
1145, 42.079181538415654
1146, 42.097695584362306
1147, 42.11620155553308
1148, 42.134699462484136
1149, 42.153189315748655
1150, 42.171671125836724
1151, 42.19014490323572
1152, 42.208610658410244
1153, 42.22706840180215
1154, 42.24551814383069
1155, 42.2639598948926
1156, 42.282393665361994
1157, 42.30081946559068
1158, 42.319237305908075
1159, 42.33764719662123
1160, 42.35604914801511
1161, 42.37444317035229
1162, 42.39282927387344
1163, 42.411207468797386
1164, 42.42957776532056
1165, 42.447940173617745
1166, 42.46629470384196
1167, 42.484641366124436
1168, 42.50298017057438
1169, 42.521311127279795
1170, 42.53963424630699
1171, 42.55794953770077
1172, 42.57625701148435
1173, 42.59455667765977
1174, 42.612848546207736
1175, 42.631132627087545
1176, 42.649408930237584
1177, 42.667677465574734
1178, 42.685938242995235
1179, 42.70419127237411
1180, 42.72243656356537
1181, 42.74067412640242
1182, 42.758903970697595
1183, 42.77712610624266
1184, 42.79534054280863
1185, 42.81354729014579
1186, 42.831746357984144
1187, 42.84993775603281
1188, 42.86812149398088
1189, 42.886297581496734
1190, 42.904466028228555
1191, 42.9226268438042
1192, 42.94078003783158
1193, 42.95892561989802
1194, 42.977063599571196
1195, 42.99519398639844
1196, 43.01331678990731
1197, 43.03143201960536
1198, 43.04953968498031
1199, 43.06763979550019
1200, 43.085732360613015
1201, 43.10381738974745
1202, 43.12189489231248
1203, 43.139964877697466
1204, 43.15802735527203
1205, 43.17608233438664
1206, 43.19412982437241
1207, 43.21216983454092
1208, 43.23020237418442
1209, 43.24822745257642
1210, 43.26624507897065
1211, 43.28425526260192
1212, 43.30225801268631
1213, 43.32025333842035
1214, 43.33824124898218
1215, 43.356221753530484
1216, 43.37419486120569
1217, 43.39216058112897
1218, 43.41011892240302
1219, 43.42806989411167
1220, 43.44601350532029
1221, 43.46394976507577
1222, 43.481878682406105
1223, 43.499800266321195
1224, 43.51771452581235
1225, 43.535621469852586
1226, 43.55352110739658
1227, 43.57141344738086
1228, 43.5892984987235
1229, 43.60717627032476
1230, 43.62504677106637
1231, 43.64291000981255
1232, 43.660765995409044
1233, 43.67861473668401
1234, 43.69645624244736
1235, 43.714290521491655
1236, 43.73211758259097
1237, 43.74993743450235
1238, 43.76775008596465
1239, 43.78555554569952
1240, 43.80335382241039
1241, 43.82114492478386
1242, 43.838928861488405
1243, 43.85670564117568
1244, 43.87447527247923
1245, 43.89223776401601
1246, 43.9099931243851
1247, 43.92774136216859
