0, 1
1, 1
2, 1
3, 1
4, 1
5, 1
6, 1
7, 1
8, 1
9, 1
9, 2
23, 6
31, 6
31, 7
32, 7
49, 11
50, 11
43, 12
65, 12
58, 13
59, 13
62, 14
64, 14
76, 17
77, 17
85, 19
103, 23
104, 23
74, 24
142, 24
130, 29
131, 29
112, 31
167, 31
156, 35
159, 35
211, 47
212, 47
240, 49
225, 51
234, 51
232, 52
235, 52
236, 52
220, 53
257, 53
262, 57
265, 59
275, 61
225, 62
333, 62
290, 65
292, 65
293, 65
295, 65
292, 67
311, 67
308, 68
301, 69
320, 69
313, 70
317, 70
256, 71
383, 71
328, 73
329, 73
345, 76
345, 77
348, 77
236, 78
345, 78
348, 78
354, 78
357, 78
466, 78
273, 81
364, 81
365, 81
456, 81
297, 82
441, 82
382, 85
383, 85
400, 89
401, 89
409, 91
410, 91
419, 95
424, 95
431, 95
436, 95
436, 97
437, 97
643, 99
455, 101
463, 103
464, 103
465, 104
471, 104
437, 106
517, 106
490, 109
491, 109
508, 113
509, 113
512, 115
523, 115
419, 119
652, 119
543, 121
546, 121
571, 127
572, 127
589, 131
590, 131
592, 133
605, 133
584, 134
622, 134
769, 135
616, 137
617, 137
625, 139
513, 142
765, 142
658, 145
670, 149
671, 149
672, 152
678, 152
690, 152
696, 152
711, 156
706, 157
707, 157
654, 159
777, 159
679, 162
688, 162
770, 162
779, 162
251, 165
1234, 165
751, 167
752, 167
755, 168
757, 168
747, 169
774, 169
762, 170
768, 170
756, 171
783, 171
760, 173
797, 173
771, 174
795, 174
791, 176
793, 176
787, 177
806, 177
805, 179
815, 181
738, 187
945, 187
628, 189
785, 189
916, 189
1073, 189
860, 190
742, 191
977, 191
868, 193
869, 193
886, 197
887, 197
814, 199
977, 199
877, 201
932, 201
895, 207
903, 207
911, 207
952, 207
960, 207
932, 209
933, 209
935, 209
946, 209
948, 209
949, 209
949, 211
950, 211
874, 212
879, 212
1029, 212
1034, 212
906, 214
1020, 214
1003, 223
1004, 223
1030, 229
1031, 229
1048, 233
1049, 233
823, 234
1085, 241
1063, 243
1124, 243
1105, 247
1110, 247
1113, 247
1118, 247
1129, 251
1130, 251
1141, 253
1156, 257
1157, 257
1094, 258
1228, 258
1183, 263
1184, 263
1101, 265
1284, 265
1165, 267
1238, 267
1210, 269
1211, 269
1165, 270
1265, 270
976, 271
1463, 271
1223, 272
1225, 272
1204, 276
1280, 276
1223, 279
1226, 279
1285, 279
1288, 279
1265, 281
1195, 287
1388, 287
302, 288
2290, 288
1318, 293
1319, 293
1331, 299
1345, 299
1346, 299
1360, 299
1214, 301
1495, 301
1229, 302
1489, 302
1277, 309
1504, 309
1408, 313
1409, 313
1314, 316
1530, 316
1336, 317
1517, 317
1314, 318
1548, 318
1554, 318
1359, 321
1438, 321
1451, 321
1530, 321
1336, 324
1452, 329
1509, 329
1489, 331
1490, 331
1391, 332
1459, 335
1556, 335
1511, 336
1513, 336
1516, 337
1517, 337
1513, 338
1529, 338
1537, 338
1519, 339
1532, 339
1446, 346
1520, 346
1594, 346
1668, 346
1570, 349
1571, 349
1588, 353
1589, 353
1279, 355
1280, 355
1915, 355
1916, 355
1444, 359
1787, 359
1651, 367
1652, 367
1607, 371
1732, 371
1678, 373
1679, 373
1691, 376
1693, 376
1705, 379
1723, 383
1724, 383
1175, 384
2281, 384
1750, 389
1751, 389
1621, 391
1898, 391
1762, 393
1775, 393
992, 396
2572, 396
3362, 396
1625, 398
1957, 398
1805, 401
1840, 409
1841, 409
1818, 413
1899, 413
1741, 417
2012, 417
1885, 419
1895, 421
1756, 424
2060, 424
1948, 433
1949, 433
1960, 437
1973, 437
1153, 438
2789, 438
1910, 442
1912, 442
2066, 442
2068, 442
2012, 448
2020, 448
2020, 449
2021, 449
1951, 454
2135, 454
2043, 455
2052, 455
2048, 456
2056, 456
2056, 457
2057, 457
2068, 460
2072, 460
2075, 461
2083, 463
2084, 463
1681, 465
2504, 465
2165, 467
2109, 470
2121, 470
1897, 471
2342, 471
2145, 475
2018, 477
2275, 477
1930, 479
2381, 479
2090, 483
2105, 483
2113, 483
2120, 483
2242, 483
2257, 483
2137, 486
2237, 486
2191, 487
2192, 487
2192, 488
2200, 488
2209, 491
2210, 491
3711, 495
1787, 496
2677, 496
2231, 498
2251, 498
2245, 499
2263, 503
2264, 503
2273, 506
2281, 506
2290, 509
2291, 509
1975, 513
2307, 513
2310, 513
2642, 513
2734, 513
2327, 517
2207, 519
2464, 519
2642, 519
2345, 521
2270, 522
2292, 522
2406, 522
2428, 522
2308, 523
2399, 523
2302, 527
2441, 527
2195, 530
2575, 530
2385, 531
2394, 531
2387, 533
2410, 533
2324, 534
2482, 534
2335, 536
2489, 536
2410, 539
2441, 539
2435, 541
2380, 547
2543, 547
2408, 552
2560, 552
2383, 554
2603, 554
2506, 557
2507, 557
2519, 560
2521, 560
3156, 561
2532, 564
2544, 564
2560, 569
2561, 569
2569, 571
2570, 571
2596, 577
2597, 577
2650, 590
2660, 590
2668, 593
2669, 593
2470, 599
2921, 599
2705, 601
2731, 607
2732, 607
2728, 608
2734, 608
2738, 608
2744, 608
2741, 610
2749, 610
2745, 611
2754, 611
2776, 617
2777, 617
2785, 619
2710, 629
2716, 629
2951, 629
2050, 636
2354, 636
2497, 636
3227, 636
3370, 636
3674, 636
2914, 639
2885, 641
2866, 643
2921, 643
2975, 643
2894, 644
2902, 644
2796, 646
2814, 646
3000, 646
3018, 646
2911, 647
2912, 647
2724, 651
3135, 651
2938, 653
2939, 653
2944, 658
2978, 658
2965, 659
2975, 661
2759, 664
2763, 664
2771, 664
3205, 664
3213, 664
3217, 664
2987, 665
2998, 665
3028, 673
3029, 673
2480, 675
3595, 675
3046, 677
3047, 677
3028, 683
3119, 683
2945, 688
3247, 688
3004, 690
3206, 690
3109, 691
3110, 691
3134, 697
3139, 697
3155, 701
2461, 703
3866, 703
3175, 707
3188, 707
3190, 709
3191, 709
3149, 713
3268, 713
3214, 715
3221, 715
3578, 718
3515, 719
3259, 725
3266, 725
3271, 727
3272, 727
3136, 733
3461, 733
3325, 739
3343, 743
3344, 743
3373, 752
3395, 752
3084, 755
3711, 755
2399, 756
4405, 756
3425, 761
2973, 764
3903, 764
3904, 764
3460, 769
3461, 769
3424, 773
3533, 773
3495, 779
3516, 779
2816, 781
4213, 781
3281, 790
3829, 790
3446, 793
3300, 795
3855, 795
3543, 801
3552, 801
3600, 801
3609, 801
3657, 801
